Date,Close
2021-07-01,14672.6796875
2021-08-01,15259.240234375
2021-09-01,14448.580078125
2021-10-01,15498.3896484375
2021-11-01,15537.6904296875
2021-12-01,15644.9697265625
2022-01-01,14239.8798828125
2022-02-01,13751.400390625
2022-03-01,14220.51953125
2022-04-01,12334.6396484375
2022-05-01,12081.3896484375
2022-06-01,11028.740234375
2022-07-01,12390.6904296875
2022-08-01,11816.2001953125
2022-09-01,10575.6201171875
2022-10-01,10988.150390625
2022-11-01,11468.0
2022-12-01,10466.48046875
2023-01-01,11584.5498046875
2023-02-01,11455.5400390625
2023-03-01,12221.91015625
2023-04-01,12226.580078125
2023-05-01,12935.2900390625
2023-06-01,13787.919921875
2023-07-01,14346.01953125
2023-08-01,14034.9697265625
2023-09-01,13219.3203125
2023-10-01,12851.240234375
2023-11-01,14226.2197265625
2023-12-01,15011.349609375
2024-01-01,15164.009765625
2024-02-01,16091.919921875
2024-03-01,16379.4599609375
2024-04-01,15657.8203125
2024-05-01,16735.01953125
2024-06-01,17732.599609375
2024-07-01,17599.400390625
2024-08-01,17713.619140625
2024-09-01,18189.169921875
2024-10-01,18095.150390625
2024-11-01,19218.169921875
2024-12-01,19310.7890625
2025-01-01,19627.439453125
2025-02-01,18847.279296875
2025-03-01,17299.2890625
2025-04-01,17446.33984375
2025-05-01,19113.76953125
2025-06-01,20369.73046875
2025-07-01,21122.44921875
2025-08-01,21455.55078125
2025-09-01,22660.009765625
2025-10-01,23724.9609375
2025-11-01,23365.689453125
2025-12-01,23241.990234375
