date,ffr,sp500_ret,nasdaq_ret,cpi,cpi_yoy,ffr_real,ffr_trailing_change,sp500_ret_fwd12m,sp500_ret_fwd24m,nasdaq_ret_fwd12m,nasdaq_ret_fwd24m,regime_A,regime_B,regime_C
2005-09-30,3.62,0.0027969048221934134,6.0829193945566296e-05,198.8,4.686677198525535,-1.066677198525535,2.01,0.09425450655310863,0.26516451727117785,0.05745242087882407,0.27425689579371193,2-4%,Rialzo (≥+1pp),<0% (accomodante)
2005-10-31,3.78,-0.026242196336900725,-0.013965670933607455,199.2,4.347826086956519,-0.567826086956519,2.0199999999999996,0.164377624886485,0.33812903921759174,0.12451503117507401,0.3685097201758927,2-4%,Rialzo (≥+1pp),<0% (accomodante)
2005-11-30,4.0,0.039615423336353484,0.05369082388196422,197.6,3.4554973821989465,0.5445026178010535,2.0700000000000003,0.14242659464623575,0.22527463532673142,0.0972174503324541,0.20957054847893342,2-4%,Rialzo (≥+1pp),0-2%
2005-12-31,4.16,0.021441309659466112,-0.011693401937105774,196.8,3.4156594850236477,0.7443405149763525,2.0,0.14247283122468724,0.21440774865821077,0.10336718600604566,0.2206519216038456,4-6%,Rialzo (≥+1pp),0-2%
2006-01-31,4.29,0.014667702002794325,0.04619447952553846,198.3,3.9853172522286373,0.3046827477713627,2.0100000000000002,0.1337585533304324,0.11743913333726042,0.07654405397681541,0.052040865221331334,4-6%,Rialzo (≥+1pp),0-2%
2006-02-28,4.49,-0.0001663977366431757,-0.009972067551554997,198.7,3.59749739311781,0.8925026068821902,1.9900000000000002,0.1520455822856035,0.10014583047283598,0.06697846297244903,0.010662446220895516,4-6%,Rialzo (≥+1pp),0-2%
2006-03-31,4.59,0.014861377650709162,0.026221290829043786,199.8,3.3626487325400856,1.2273512674599143,1.96,0.10709231286759957,0.05556190254631477,0.04272582503523936,-0.011244097129095687,4-6%,Rialzo (≥+1pp),0-2%
2006-04-30,4.79,0.007983314524814489,-0.006736773037897326,201.5,3.5457348406988665,1.2442651593011336,2.0,0.14423684624676247,0.09164293659689693,0.09529826258243057,0.0544794391565242,4-6%,Rialzo (≥+1pp),0-2%
2006-05-31,4.94,-0.007866356415316966,-0.061243949532869824,202.5,4.166666666666674,0.7733333333333263,1.9400000000000004,0.1924265878673186,0.12849456515383784,0.20418346935291853,0.17511781896125078,4-6%,Rialzo (≥+1pp),0-2%
2006-06-30,4.99,-0.027057929783489976,-0.002493418122503921,202.9,4.318766066838053,0.6712339331619468,1.9500000000000002,0.22981554772709312,0.11062328415481493,0.20734750799346569,0.07153086853584312,4-6%,Rialzo (≥+1pp),0-2%
2006-07-31,5.24,0.007200406435944995,-0.03649346394964814,203.5,4.145342886386905,1.0946571136130956,1.9800000000000004,0.22803992300257225,0.03565721067668526,0.2264391524324214,0.12860526343350354,4-6%,Rialzo (≥+1pp),0-2%
