date,bucket_lt15,bucket_15_20,bucket_20_25,bucket_25_30,bucket_30_40,bucket_gt40
1886-10-31,0.8943201913032776,1.4940594671336351,1.0,1.0,1.0,1.0
1886-11-30,0.8943201913032776,1.5360011099624764,1.0,1.0,1.0,1.0
1886-12-31,0.8943201913032776,1.5011094785310748,1.0,1.0,1.0,1.0
1887-01-31,0.8943201913032776,1.4900197217452367,1.0,1.0,1.0,1.0
1887-02-28,0.8943201913032776,1.4842897325225755,1.0,1.0,1.0,1.0
1887-03-31,0.8943201913032776,1.5241431797631408,1.0,1.0,1.0,1.0
1887-04-30,0.8943201913032776,1.5641844192373706,1.0,1.0,1.0,1.0
1887-05-31,0.8943201913032776,1.5963221163567594,1.0,1.0,1.0,1.0
1887-06-30,0.8943201913032776,1.5555685538523125,1.0,1.0,1.0,1.0
1887-07-31,0.8943201913032776,1.5228780861339208,1.0,1.0,1.0,1.0
1887-08-31,0.8943201913032776,1.4901298506054745,1.0,1.0,1.0,1.0
1887-09-30,0.8943201913032776,1.4764589345448735,1.0,1.0,1.0,1.0
1887-10-31,0.8943201913032776,1.4326065490586626,1.0,1.0,1.0,1.0
1887-11-30,0.8943201913032776,1.4657814923822163,1.0,1.0,1.0,1.0
1887-12-31,0.8943201913032776,1.4631887185159742,1.0,1.0,1.0,1.0
1888-01-31,0.8943201913032776,1.4800787843685463,1.0,1.0,1.0,1.0
1888-02-29,0.8943201913032776,1.4774842332038578,1.0,1.0,1.0,1.0
1888-03-31,0.8639265728068548,1.4774842332038578,1.0,1.0,1.0,1.0
