date,strat,bench,sp_1x,sp_2x,nq_1x,nq_2x,contributed
1988-07-27,145295.4431,145691.1517,5.0549,13.2711,4.9106,13.6823,45300.0000
1988-08-03,150304.2964,150538.7078,5.2603,14.3549,4.9772,14.0472,45600.0000
1988-08-10,144587.3877,145097.4403,5.0503,13.2183,4.8490,13.3210,45600.0000
1988-08-17,143911.3581,144478.7562,5.0321,13.1130,4.8196,13.1505,45600.0000
1988-08-24,144105.5074,144680.8238,5.0427,13.1564,4.8172,13.1280,45600.0000
1988-08-31,144400.3317,144968.1958,5.0538,13.2058,4.8239,13.1564,45600.0000
1988-09-08,146653.0166,147141.4961,5.1417,13.6529,4.8646,13.3694,45900.0000
1988-09-15,148017.1043,148437.8314,5.1889,13.8963,4.9026,13.5712,45900.0000
1988-09-22,148788.0898,149163.5684,5.2128,14.0158,4.9303,13.7170,45900.0000
1988-09-29,150413.3281,150749.2852,5.2825,14.3833,4.9456,13.7931,45900.0000
1988-10-06,150291.6462,150652.0643,5.2823,14.3746,4.9340,13.7200,46200.0000
1988-10-13,151322.2904,151705.5750,5.3409,14.6783,4.9124,13.5915,46200.0000
1988-10-20,155202.9768,155436.4598,5.4933,15.5104,4.9785,13.9511,46200.0000
1988-10-27,152106.7629,152522.6586,5.3882,14.9113,4.8907,13.4547,46200.0000
1988-11-03,153099.2771,153486.6631,5.4292,15.1315,4.9035,13.5176,46500.0000
1988-11-10,150348.7829,150864.6066,5.3257,14.5497,4.8476,13.2005,46500.0000
1988-11-17,145310.0449,146096.7213,5.1526,13.6017,4.7070,12.4355,46500.0000
1988-11-25,146344.8822,147140.9196,5.2075,13.8844,4.6936,12.3564,46500.0000
1988-12-02,149237.6729,149870.7046,5.3005,14.3745,4.7900,12.8605,46800.0000
1988-12-09,151638.9306,152219.1366,5.4061,14.9416,4.8066,12.9416,46800.0000
1988-12-16,151479.4966,152057.5659,5.3954,14.8743,4.8142,12.9750,46800.0000
1988-12-23,152401.1205,152943.4912,5.4300,15.0566,4.8340,13.0741,46800.0000
1989-01-03,151558.0925,152098.8441,5.3838,14.7910,4.8496,13.1498,47100.0000
1989-01-10,154488.5192,154882.4524,5.4867,15.3510,4.9269,13.5627,47100.0000
1989-01-17,156067.9223,156414.9968,5.5526,15.7130,4.9456,13.6579,47100.0000
1989-01-24,158943.0400,159139.3721,5.6532,16.2736,5.0217,14.0719,47100.0000
1989-01-31,163939.2624,163875.2418,5.8330,17.3132,5.1409,14.7383,47100.0000
1989-02-07,165909.3659,165661.0576,5.8792,17.5775,5.2420,15.3134,47400.0000
1989-02-14,161803.0179,161780.5084,5.7296,16.6813,5.1501,14.7712,47400.0000
1989-02-22,161557.0572,161538.2464,5.7157,16.5856,5.1562,14.7953,47400.0000
1989-03-01,159701.1000,159774.3315,5.6449,16.1634,5.1217,14.5891,47700.0000
1989-03-08,163530.5685,163414.3285,5.7859,16.9678,5.2063,15.0651,47700.0000
1989-03-15,164770.9411,164626.0217,5.8408,17.2809,5.2137,15.0996,47700.0000
1989-03-22,161439.2324,161491.8709,5.7230,16.5706,5.1316,14.6118,47700.0000
1989-03-30,162869.5869,162826.0036,5.7669,16.8165,5.1827,14.8956,47700.0000
1989-04-06,164570.2615,164430.7308,5.8255,17.1492,5.2293,15.1559,48000.0000
1989-04-13,165825.7747,165557.8546,5.8513,17.2908,5.3018,15.5687,48000.0000
1989-04-20,171004.8927,170487.2452,6.0485,18.4580,5.3998,16.1385,48000.0000
1989-04-27,173109.1983,172458.4475,6.1195,18.8797,5.4596,16.4877,48000.0000
1989-05-04,172807.9179,172106.5771,6.0877,18.6746,5.4987,16.7151,48300.0000
1989-05-11,172717.1925,171995.1380,6.0755,18.5897,5.5167,16.8145,48300.0000
1989-05-18,178645.1645,177605.2660,6.2976,19.9524,5.6343,17.5267,48300.0000
1989-05-25,179627.8617,178506.2239,6.3254,20.1139,5.6737,17.7622,48300.0000
1989-06-02,183536.1546,182135.9737,6.4553,20.9327,5.7857,18.4577,48600.0000
1989-06-09,184374.4091,182917.6303,6.4826,21.0949,5.8116,18.6096,48600.0000
1989-06-16,181344.0408,180113.7589,6.3807,20.4228,5.7291,18.0732,48600.0000
1989-06-23,184411.7364,183090.2903,6.5169,21.2862,5.7438,18.1549,48600.0000
1989-06-30,178531.8571,177646.2093,6.3218,20.0110,5.5764,17.0959,48600.0000
1989-07-10,183443.4483,182290.5935,6.5067,21.1842,5.6712,17.6710,48900.0000
1989-07-17,186747.4386,185362.2743,6.6177,21.9007,5.7633,18.2386,48900.0000
1989-07-24,186852.1289,185559.1429,6.6463,22.0725,5.7133,17.9111,48900.0000
1989-07-31,193274.7942,191646.2074,6.8977,23.7523,5.8140,18.5360,48900.0000
1989-08-07,195809.8474,193943.0670,6.9683,24.2218,5.9151,19.1731,49200.0000
1989-08-14,192930.1018,191192.7880,6.8458,23.3619,5.8928,19.0173,49200.0000
1989-08-21,191765.7289,190107.2108,6.8022,23.0471,5.8715,18.8685,49200.0000
1989-08-28,197918.4741,195896.3256,7.0345,24.6232,5.9850,19.5916,49200.0000
1989-09-05,198755.0921,196619.2395,7.0481,24.7040,6.0392,19.9362,49500.0000
1989-09-12,197228.0947,195135.0024,6.9752,24.1810,6.0448,19.9615,49500.0000
1989-09-19,195755.6139,193825.0244,6.9364,23.8971,5.9832,19.5448,49500.0000
1989-09-26,194982.3918,193063.4791,6.8962,23.6074,5.9933,19.5998,49500.0000
1989-10-03,200789.0407,198492.3819,7.1085,25.0643,6.1143,20.3854,49800.0000
1989-10-10,203688.9473,201150.4332,7.2014,25.7091,6.2022,20.9621,49800.0000
1989-10-17,192794.3053,191175.8691,6.8453,23.1011,5.8920,18.8842,49800.0000
1989-10-24,194200.9361,192518.0852,6.9005,23.4570,5.9147,19.0098,49800.0000
1989-10-31,192051.3597,190574.3937,6.8378,23.0096,5.8369,18.4964,49800.0000
1989-11-07,188930.8458,187681.6718,6.7306,22.2754,5.7571,17.9805,50100.0000
1989-11-14,190986.7137,189593.0064,6.7989,22.7141,5.8164,18.3402,50100.0000
1989-11-21,191780.0207,190370.9877,6.8354,22.9451,5.8178,18.3382,50100.0000
1989-11-29,193821.0027,192328.6133,6.9205,23.5050,5.8392,18.4627,50100.0000
1989-12-06,196169.2916,194601.7454,7.0246,24.1992,5.8502,18.5217,50400.0000
1989-12-13,197374.5727,195899.6770,7.1137,24.8023,5.7794,18.0641,50400.0000
1989-12-20,191329.8553,190330.4466,6.9182,23.4373,5.5975,16.9269,50400.0000
1989-12-28,196488.8523,195087.5170,7.0807,24.5353,5.7645,17.9385,50400.0000
1990-01-05,198297.0137,196680.1507,7.1160,24.7551,5.8701,18.5869,50700.0000
1990-01-12,190657.9237,189657.5550,6.8725,23.0586,5.6331,17.0956,50700.0000
1990-01-19,190551.8108,189540.5708,6.8612,22.9646,5.6480,17.1732,50700.0000
1990-01-26,182350.1767,181945.6660,6.5955,21.1914,5.3975,15.6649,50700.0000
1990-02-02,184773.6888,184306.6734,6.7037,21.8721,5.4088,15.7113,51000.0000
1990-02-09,186873.0158,186234.8180,6.7629,22.2448,5.4937,16.1981,51000.0000
1990-02-16,186590.5232,185964.5578,6.7492,22.1383,5.4959,16.2006,51000.0000
1990-02-26,183898.2155,183502.9351,6.6716,21.6118,5.3926,15.5848,51000.0000
1990-03-05,187357.2938,186709.0533,6.7791,22.2994,5.5105,16.2619,51300.0000
1990-03-12,190412.4311,189568.7399,6.8838,22.9752,5.5926,16.7391,51300.0000
1990-03-19,193437.2685,192394.9295,6.9872,23.6537,5.6740,17.2178,51300.0000
1990-03-26,190422.5565,189551.9355,6.8718,22.8622,5.6218,16.8897,51300.0000
1990-04-02,190266.3279,189519.3453,6.8981,23.0228,5.5493,16.4464,51600.0000
1990-04-09,191150.3810,190447.1527,6.9571,23.4003,5.5109,16.2073,51600.0000
1990-04-17,193357.7830,192501.6523,7.0292,23.8748,5.5780,16.5942,51600.0000
1990-04-24,185115.9430,184792.0667,6.7417,21.9419,5.3701,15.3660,51600.0000
1990-05-01,186369.9292,185973.9722,6.7850,22.2087,5.4042,15.5513,51900.0000
1990-05-08,192009.7895,191288.0843,6.9890,23.5487,5.5322,16.2856,51900.0000
1990-05-15,198859.0933,197750.8064,7.2445,25.2739,5.6687,17.0866,51900.0000
1990-05-22,202235.5969,200807.9652,7.3341,25.8878,5.8146,17.9644,51900.0000
1990-05-30,204025.6067,202454.7541,7.3885,26.2500,5.8771,18.3385,51900.0000
1990-06-06,206729.9236,204955.3699,7.4772,26.8657,5.9564,18.8243,52200.0000
1990-06-13,207297.1987,205432.7906,7.4807,26.8669,6.0064,19.1279,52200.0000
1990-06-20,203778.1202,202203.9583,7.3666,26.0316,5.9032,18.4613,52200.0000
1990-06-27,201613.3602,200194.8842,7.2901,25.4720,5.8531,18.1376,52200.0000
1990-07-05,202239.7281,200764.5419,7.3059,25.5644,5.8825,18.3086,52500.0000
1990-07-12,207694.8253,205897.7078,7.5112,26.9963,5.9848,18.9381,52500.0000
1990-07-19,206578.9743,205015.5229,7.5135,26.9956,5.8695,18.2011,52500.0000
1990-07-26,200857.6134,199737.7648,7.3248,25.6323,5.7063,17.1818,52500.0000
1990-08-02,196895.4343,196214.7340,7.2383,25.0134,5.4944,15.9142,52800.0000
1990-08-09,189855.4085,189684.9647,7.0055,23.3844,5.2905,14.7025,52800.0000
1990-08-16,185272.6656,185412.7985,6.8547,22.3593,5.1533,13.9323,52800.0000
1990-08-23,169045.4981,170202.3262,6.3369,19.0645,4.6147,11.1317,52800.0000
1990-08-30,176490.4157,177256.4533,6.5822,20.5271,4.8511,12.2730,52800.0000
1990-09-07,178870.8778,179566.3975,6.6839,21.1478,4.8729,12.3746,53100.0000
1990-09-14,175334.5642,176201.9355,6.5529,20.3124,4.7966,11.9809,53100.0000
1990-09-21,171530.4366,172653.2915,6.4438,19.6253,4.6407,11.2033,53100.0000
1990-09-28,167183.1501,168632.9086,6.3396,18.9638,4.4134,10.1087,53100.0000
1990-10-05,170026.0358,171398.5975,6.4573,19.6460,4.4499,10.2595,53400.0000
1990-10-12,162711.2171,164463.7176,6.2244,18.2173,4.1961,9.1029,53400.0000
1990-10-19,169474.7786,171003.3018,6.4878,19.7558,4.3218,9.6435,53400.0000
1990-10-26,165765.5439,167409.3579,6.3313,18.7958,4.2834,9.4638,53400.0000
1990-11-02,169284.7712,170843.7838,6.4846,19.6985,4.3101,9.5731,53700.0000
1990-11-09,170864.8755,172342.0436,6.5289,19.9407,4.3806,9.8777,53700.0000
1990-11-16,173510.0176,174841.6908,6.6042,20.3822,4.4946,10.3823,53700.0000
1990-11-26,173103.3611,174473.6241,6.5965,20.3196,4.4691,10.2572,53700.0000
1990-12-03,178066.8166,179186.6419,6.7597,21.3186,4.6287,10.9931,54000.0000
1990-12-10,181518.7146,182437.3399,6.8646,21.9703,4.7588,11.6083,54000.0000
1990-12-17,179646.2111,180690.5233,6.8097,21.6041,4.6851,11.2425,54000.0000
1990-12-24,182284.3406,183187.6024,6.8958,22.1382,4.7708,11.6490,54000.0000
1991-01-02,180808.4740,181756.2529,6.8286,21.6938,4.7680,11.6279,54300.0000
1991-01-09,172441.2668,173770.1279,6.5206,19.7589,4.5792,10.7130,54300.0000
1991-01-16,175555.0225,176733.0791,6.6237,20.3732,4.6785,11.1661,54300.0000
1991-01-23,184193.1071,184944.5745,6.9228,22.2092,4.9181,12.3202,54300.0000
1991-01-30,192098.4520,192303.6537,7.1523,23.6840,5.2335,13.9307,54300.0000
1991-02-06,203748.4560,203140.9851,7.5175,26.1320,5.6270,16.0777,54600.0000
1991-02-13,209906.6264,208974.4689,7.7525,27.7537,5.7388,16.7063,54600.0000
1991-02-21,207962.8087,207130.3896,7.6724,27.1572,5.7184,16.5743,54600.0000
1991-02-28,209853.8042,208852.5499,7.7216,27.4835,5.8039,17.0608,54600.0000
1991-03-07,216848.2766,215206.7457,7.9127,28.8323,6.0945,18.7871,54900.0000
1991-03-14,214831.1967,213426.6955,7.8670,28.4794,5.9927,18.1424,54900.0000
1991-03-21,211369.6295,210144.0815,7.7263,27.4489,5.9518,17.8837,54900.0000
1991-03-28,217661.6851,215901.7947,7.9135,28.7710,6.1786,19.2504,54900.0000
1991-04-05,219552.3312,217464.4447,7.9215,28.7944,6.3514,20.3200,55200.0000
1991-04-12,222708.5190,220406.5243,8.0330,29.5827,6.4261,20.7816,55200.0000
1991-04-19,224487.2744,222151.8559,8.1183,30.1851,6.4206,20.7258,55200.0000
1991-04-26,221363.8582,219284.3522,8.0139,29.3945,6.3367,20.1713,55200.0000
1991-05-03,221949.7092,219919.0516,8.0566,29.6828,6.3041,19.9471,55500.0000
1991-05-10,219894.3436,217915.3274,7.9546,28.9040,6.3210,20.0392,55500.0000
1991-05-17,216907.2142,215289.5944,7.8888,28.4036,6.1668,19.0497,55500.0000
1991-05-24,220795.6021,218831.3980,8.0020,29.2064,6.3114,19.9393,55500.0000
1991-06-03,227620.1533,225132.2583,8.2312,30.8781,6.4963,21.1087,55800.0000
1991-06-10,221895.9537,219851.7765,8.0350,29.4035,6.3522,20.1683,55800.0000
1991-06-17,222515.1928,220495.8725,8.0732,29.6587,6.3326,20.0290,55800.0000
1991-06-24,215937.0569,214533.2331,7.8831,28.2510,6.0880,18.4887,55800.0000
1991-07-01,220024.1404,218383.1793,8.0366,29.3343,6.1659,18.9509,56100.0000
1991-07-09,219586.1751,217924.5125,8.0033,29.0698,6.1957,19.1182,56100.0000
1991-07-16,223467.8360,221487.2483,8.1240,29.9352,6.3233,19.8986,56100.0000
1991-07-23,222081.2216,220238.9681,8.0840,29.6199,6.2727,19.5667,56100.0000
1991-07-30,226650.9041,224489.6298,8.2441,30.7849,6.3832,20.2470,56100.0000
1991-08-06,229466.3727,227073.4829,8.3331,31.4302,6.4719,20.7997,56400.0000
1991-08-13,230298.5099,227685.8863,8.3169,31.2913,6.5898,21.5497,56400.0000
1991-08-20,224064.8590,221952.5948,8.1045,29.6770,6.4316,20.4941,56400.0000
1991-08-27,233028.5567,230206.7664,8.4009,31.8433,6.6840,22.1005,56400.0000
1991-09-04,231193.4834,228533.0238,8.3400,31.3621,6.6349,21.7609,56700.0000
1991-09-11,228616.8886,226125.2960,8.2408,30.6021,6.5944,21.4794,56700.0000
1991-09-18,230069.4526,227457.5256,8.2856,30.9154,6.6430,21.7790,56700.0000
1991-09-25,231353.5816,228498.3289,8.2895,30.9279,6.7617,22.5482,56700.0000
1991-10-02,231903.5372,229074.3795,8.3243,31.1715,6.7426,22.4071,57000.0000
1991-10-09,225041.7206,222732.9979,8.0838,29.3728,6.5822,21.3368,57000.0000
1991-10-16,236135.0636,232851.3395,8.4323,31.9312,6.9298,23.6220,57000.0000
1991-10-23,233210.4841,230174.7028,8.3332,31.1672,6.8559,23.1051,57000.0000
1991-10-30,236459.3690,233183.8820,8.4463,31.9943,6.9347,23.6141,57000.0000
1991-11-06,234923.0917,231754.5241,8.3873,31.5317,6.9111,23.4392,57300.0000
1991-11-13,240709.6261,236947.6597,8.5525,32.7647,7.1249,24.8923,57300.0000
1991-11-20,227991.9437,225423.6774,8.1514,29.6972,6.7399,22.2069,57300.0000
1991-11-27,226733.9090,224293.1973,8.1139,29.4052,6.6972,21.9100,57300.0000
1991-12-05,228693.8393,225945.0968,8.1372,29.5501,6.8413,22.8457,57600.0000
1991-12-12,231001.3026,228143.1589,8.2322,30.2251,6.8668,23.0009,57600.0000
1991-12-19,231359.8386,228537.5617,8.2583,30.3999,6.8477,22.8546,57600.0000
1991-12-27,246804.7656,242717.3261,8.7805,34.3152,7.2471,25.5652,57600.0000
1992-01-06,256644.8771,251367.8316,9.0342,36.2910,7.6595,28.5163,57900.0000
1992-01-13,257730.5071,251875.3925,8.9612,35.6877,7.9122,30.3972,57900.0000
1992-01-20,259017.6122,253082.5205,9.0101,36.0504,7.9347,30.5403,57900.0000
1992-01-27,258674.2176,252738.1797,8.9857,35.8267,7.9554,30.6441,57900.0000
1992-02-03,256530.0725,250618.8478,8.8727,34.9079,7.9865,30.8624,58200.0000
1992-02-10,260109.1960,253763.4044,8.9699,35.6522,8.1236,31.9053,58200.0000
1992-02-18,256110.9001,250168.1524,8.8365,34.5731,8.0247,31.0948,58200.0000
1992-02-25,256966.5625,251158.1450,8.9084,35.1119,7.9605,30.5705,58200.0000
1992-03-03,259972.2645,253690.5172,8.9658,35.5426,8.1252,31.8202,58500.0000
1992-03-10,255757.4430,249970.8041,8.8417,34.5427,7.9869,30.7154,58500.0000
1992-03-17,257105.2320,251290.0984,8.9055,35.0213,7.9845,30.6736,58500.0000
1992-03-24,256245.6841,250607.5279,8.8956,34.9252,7.9257,30.2050,58500.0000
1992-03-31,251848.4386,246808.1720,8.7880,34.0642,7.7347,28.7395,58500.0000
1992-04-07,246277.0628,242056.2621,8.6707,33.1265,7.4508,26.6272,58800.0000
1992-04-14,254939.4047,250084.4676,8.9882,35.5571,7.6199,27.8100,58800.0000
1992-04-22,251575.6725,247301.6024,8.9373,35.1278,7.4075,26.2415,58800.0000
1992-04-29,251618.6190,247568.2473,8.9909,35.5288,7.3013,25.4656,58800.0000
1992-05-06,256583.7471,251872.1871,9.1003,36.3742,7.5501,27.2054,59100.0000
1992-05-13,255589.4325,251106.7851,9.0982,36.3373,7.4607,26.5485,59100.0000
1992-05-20,254907.0211,250517.3957,9.0804,36.1690,7.4339,26.3397,59100.0000
1992-05-28,255680.8707,251270.3187,9.1153,36.4217,7.4365,26.3404,59100.0000
1992-06-04,255164.3787,250588.2958,9.0445,35.8360,7.5360,27.0325,59400.0000
1992-06-11,250511.3932,246639.2600,8.9577,35.1296,7.2724,25.1518,59400.0000
1992-06-18,244311.8728,241119.3200,8.7858,33.7691,7.0352,23.5128,59400.0000
1992-06-25,245317.8725,242124.3961,8.8385,34.1569,7.0228,23.4113,59400.0000
1992-07-02,251537.5018,247783.2813,9.0336,35.6522,7.2169,24.6937,59700.0000
1992-07-10,253590.5868,249668.5895,9.1015,36.1635,7.2739,25.0641,59700.0000
1992-07-17,254532.9980,250522.9477,9.1288,36.3607,7.3087,25.2860,59700.0000
1992-07-24,252060.8465,248275.3706,9.0459,35.6829,7.2458,24.8325,59700.0000
1992-07-31,260229.1485,255777.8377,9.3285,37.9155,7.4408,26.1655,59700.0000
1992-08-07,256831.5424,252697.9513,9.2166,36.9913,7.3500,25.5141,60000.0000
1992-08-14,257358.6052,253229.1964,9.2447,37.1975,7.3428,25.4496,60000.0000
1992-08-21,253778.5238,250024.0663,9.1387,36.3266,7.2214,24.5987,60000.0000
1992-08-28,253857.7741,250118.9564,9.1439,36.3454,7.2196,24.5641,60000.0000
1992-09-04,256345.9765,252290.2072,9.1987,36.7625,7.3461,25.4148,60300.0000
1992-09-14,263158.4443,258342.9953,9.3848,38.2346,7.6122,27.2596,60300.0000
1992-09-21,260999.9871,256425.9584,9.3212,37.6911,7.5401,26.7269,60300.0000
1992-09-28,256678.1882,252613.7209,9.2047,36.7271,7.3705,25.5146,60300.0000
1992-10-05,251080.0231,247483.4333,9.0101,35.1640,7.2407,24.5993,60600.0000
1992-10-12,252259.7050,248429.7923,9.0127,35.1521,7.3513,25.3366,60600.0000
1992-10-19,258237.4080,253784.4593,9.1850,36.4870,7.5669,26.8227,60600.0000
1992-10-26,260984.2469,256229.0240,9.2608,37.0703,7.6726,27.5600,60600.0000
1992-11-02,264472.3246,259371.0917,9.3680,37.9092,7.7834,28.3424,60900.0000
1992-11-09,264523.7189,259048.1973,9.2812,37.1884,7.9689,29.6840,60900.0000
1992-11-16,267269.1075,261371.1195,9.3330,37.5827,8.1221,30.8117,60900.0000
1992-11-23,270181.9491,264052.1102,9.4370,38.4003,8.1840,31.2538,60900.0000
1992-12-01,275113.7321,268365.2010,9.5681,39.4531,8.3775,32.7264,61200.0000
1992-12-08,280064.3572,272736.5140,9.7116,40.6210,8.5462,34.0342,61200.0000
1992-12-15,275747.5302,269097.4246,9.6188,39.8283,8.3365,32.3617,61200.0000
1992-12-22,281012.8170,273867.1261,9.7964,41.2816,8.4658,33.3477,61200.0000
1992-12-30,281924.6038,274424.5495,9.7687,41.0277,8.6068,34.4471,61200.0000
1993-01-07,278972.8354,271417.4474,9.5940,39.5492,8.6883,35.0732,61500.0000
1993-01-14,284072.6148,275776.6873,9.7156,40.5341,8.9124,36.8722,61500.0000
1993-01-21,284675.4865,276205.5716,9.7111,40.4739,8.9773,37.3897,61500.0000
1993-01-28,285459.9429,277173.4269,9.7873,41.0874,8.8992,36.7119,61500.0000
1993-02-04,292903.8480,283859.1745,10.0361,43.1726,9.0808,38.2007,61800.0000
1993-02-11,290236.0429,281744.1625,9.9992,42.8326,8.9147,36.7864,61800.0000
1993-02-19,279216.7294,272224.5802,9.7045,40.2975,8.5013,33.3816,61800.0000
1993-02-26,284789.1039,277377.1147,9.9147,42.0334,8.5930,34.0651,61800.0000
1993-03-05,287707.1395,279869.9597,9.9813,42.5698,8.7288,35.1220,62100.0000
1993-03-12,291233.4259,282911.1790,10.0700,43.2880,8.8750,36.2839,62100.0000
1993-03-19,290095.8536,282151.7758,10.0834,43.3760,8.7461,35.2113,62100.0000
1993-03-26,288854.9338,281017.9775,10.0352,42.9370,8.7310,35.0638,62100.0000
1993-04-02,284176.3851,276919.1793,9.8975,41.7265,8.5812,33.8271,62400.0000
1993-04-12,288163.8320,280659.2320,10.0596,43.0735,8.6231,34.1302,62400.0000
1993-04-19,286423.4601,279304.1592,10.0447,42.9246,8.4939,33.0933,62400.0000
1993-04-26,277317.6076,271088.7955,9.7377,40.3123,8.2740,31.3709,62400.0000
1993-05-03,284676.1864,277564.7179,9.9437,42.0091,8.5410,33.4011,62700.0000
1993-05-10,287185.0087,279507.4095,9.9569,42.0991,8.7474,35.0026,62700.0000
1993-05-17,285415.5484,277975.2505,9.9078,41.6574,8.6851,34.4839,62700.0000
1993-05-24,291615.5239,283424.3242,10.0851,43.1212,8.8994,36.1749,62700.0000
1993-06-01,295947.4662,287287.2652,10.2220,44.2691,9.0223,37.1517,63000.0000
1993-06-08,289220.0268,281383.3827,10.0221,42.5293,8.8104,35.3985,63000.0000
1993-06-15,291442.8522,283230.9377,10.0628,42.8535,8.9334,36.3705,63000.0000
1993-06-22,289899.0492,282094.7742,10.0608,42.8079,8.7980,35.2533,63000.0000
1993-06-29,294361.9286,285944.7733,10.1738,43.7453,8.9812,36.7072,63000.0000
1993-07-07,290256.9353,282103.0854,10.0019,42.2520,8.9520,36.4468,63300.0000
1993-07-14,295883.8612,287073.3459,10.1713,43.6653,9.1275,37.8657,63300.0000
1993-07-21,292798.4401,284533.1218,10.1114,43.1282,8.9685,36.5267,63300.0000
1993-07-28,293683.0107,285225.3793,10.1172,43.1528,9.0391,37.0763,63300.0000
1993-08-04,295616.5367,286831.7135,10.1534,43.4365,9.1441,37.9190,63600.0000
1993-08-11,297383.0891,288376.7395,10.2025,43.8347,9.2079,38.4278,63600.0000
1993-08-18,302548.6445,292807.9080,10.3345,44.9511,9.4137,40.1339,63600.0000
1993-08-25,304523.3773,294750.4904,10.4329,45.7837,9.3987,39.9812,63600.0000
1993-09-01,307924.4503,297596.9591,10.5070,46.4127,9.5587,41.3266,63900.0000
1993-09-09,303994.8604,294152.8983,10.3845,45.3108,9.4506,40.3568,63900.0000
1993-09-16,305356.4544,295406.0825,10.4339,45.7144,9.4773,40.5511,63900.0000
1993-09-23,306401.7172,296007.7272,10.4012,45.3991,9.6369,41.8880,63900.0000
1993-09-30,308620.4077,297780.8535,10.4338,45.6580,9.7717,43.0405,63900.0000
1993-10-07,308809.4462,297988.4415,10.4452,45.7331,9.7680,42.9826,64200.0000
1993-10-14,316076.2188,304129.1923,10.6249,47.2910,10.0616,45.5714,64200.0000
1993-10-21,313375.5579,302084.8107,10.5971,47.0179,9.8806,43.9046,64200.0000
1993-10-28,314989.1659,303565.3312,10.6568,47.5224,9.9089,44.1269,64200.0000
1993-11-04,307595.6689,297109.3187,10.4290,45.4777,9.7010,42.2374,64500.0000
1993-11-11,313428.3729,301937.6600,10.5521,46.5312,9.9792,44.6627,64500.0000
1993-11-18,310449.9580,299978.2849,10.5801,46.7506,9.6636,41.8441,64500.0000
1993-11-26,310341.7138,299884.6577,10.5731,46.6612,9.6704,41.8565,64500.0000
1993-12-03,313871.0524,302675.1609,10.6206,47.0573,9.8926,43.7678,64800.0000
1993-12-10,311834.0147,301147.4195,10.6043,46.8890,9.7456,42.4491,64800.0000
1993-12-17,312952.9369,302286.6717,10.6661,47.4084,9.7262,42.2506,64800.0000
1993-12-27,315418.0569,304592.7073,10.7670,48.2828,9.7497,42.4286,64800.0000
1994-01-03,314356.4661,303266.1180,10.6559,47.2671,9.8739,43.4855,65100.0000
1994-01-10,321733.7200,309756.8884,10.8868,49.3046,10.0780,45.2729,65100.0000
1994-01-17,321649.6623,309497.8998,10.8474,48.9219,10.1483,45.8800,65100.0000
1994-01-24,320860.8685,308820.1022,10.8226,48.6731,10.1287,45.6745,65100.0000
1994-01-31,327277.2506,314595.3277,11.0495,50.7031,10.2545,46.7853,65100.0000
1994-02-07,319275.4956,307774.4836,10.8292,48.6486,9.9821,44.2748,65400.0000
1994-02-14,319518.3904,307804.6815,10.7999,48.3573,10.0621,44.9590,65400.0000
1994-02-22,321078.5760,309107.9539,10.8339,48.6317,10.1352,45.5858,65400.0000
1994-03-01,317262.4022,305584.4840,10.6783,47.2105,10.1030,45.2568,65700.0000
1994-03-08,318604.7128,306760.8298,10.7173,47.5294,10.1476,45.6252,65700.0000
1994-03-15,319489.3119,307572.9125,10.7491,47.7845,10.1655,45.7592,65700.0000
1994-03-22,320913.6262,308850.4702,10.7961,48.1766,10.2016,46.0525,65700.0000
1994-03-29,306798.4496,296840.4523,10.4259,44.8888,9.6758,41.3652,65700.0000
1994-04-06,303976.1957,294349.2024,10.3297,44.0021,9.6172,40.7755,66000.0000
1994-04-13,299861.0552,291192.2557,10.2942,43.6712,9.3182,38.2382,66000.0000
1994-04-20,294730.8850,286973.0418,10.2009,42.8586,9.0382,35.9424,66000.0000
1994-04-28,302111.0533,293258.6843,10.3715,44.2650,9.3734,38.6169,66000.0000
1994-05-05,304629.7283,295402.2443,10.4300,44.7419,9.4869,39.5322,66300.0000
1994-05-12,297914.3460,289661.1524,10.2596,43.2525,9.2187,37.2908,66300.0000
1994-05-19,305556.6217,296757.7051,10.5598,45.7877,9.3173,38.0597,66300.0000
1994-05-26,306573.0984,297610.6180,10.5792,45.9306,9.3728,38.4897,66300.0000
1994-06-03,309764.8011,300336.0996,10.6561,46.5770,9.5104,39.6041,66600.0000
1994-06-10,307981.3024,298910.1281,10.6282,46.3098,9.4062,38.7099,66600.0000
1994-06-17,307289.3501,298419.9359,10.6290,46.2880,9.3435,38.1698,66600.0000
1994-06-24,294469.8599,287252.3984,10.2720,43.1906,8.8879,34.4902,66600.0000
1994-07-01,298116.9016,290381.5467,10.3568,43.8765,9.0552,35.7750,66900.0000
1994-07-11,299173.7053,291409.8119,10.4059,44.2701,9.0550,35.7497,66900.0000
1994-07-18,305134.4683,296656.6137,10.5781,45.7203,9.2572,37.3364,66900.0000
1994-07-25,303950.3490,295715.1118,10.5615,45.5527,9.1837,36.7208,66900.0000
1994-08-01,308627.1912,299962.9552,10.7247,46.9421,9.2858,37.5129,67200.0000
1994-08-08,306534.3655,298111.8621,10.6581,46.3352,9.2297,37.0390,67200.0000
1994-08-15,310096.6572,301152.4357,10.7418,47.0391,9.3888,38.3025,67200.0000
1994-08-22,312091.5101,302781.5487,10.7731,47.2864,9.5092,39.2656,67200.0000
1994-08-29,321461.1027,311069.8659,11.0651,49.8463,9.7772,41.4786,67200.0000
1994-09-06,319639.9839,309473.6584,11.0074,49.3009,9.7294,41.0475,67500.0000
