,portfolio,acwi
2022-01,3.4815785210427577,4.328355727479542
2022-02,3.3165051523265343,4.217862853057637
2022-03,3.3279368185070815,4.311707672569778
2022-04,3.1113678511682967,3.96820299099708
2022-05,3.2075075509129554,3.9756680142871765
2022-06,2.8592450096270543,3.642172116724809
2022-07,2.9448037488160623,3.8978006722400313
2022-08,2.8007703668997244,3.755823909688179
2022-09,2.5525222560842575,3.3978574773541537
2022-10,2.73786861044308,3.6037774015401083
2022-11,3.0222257087736804,3.8849516325235567
2022-12,2.9983104649984313,3.7336200375190822
2023-01,3.266139660200203,4.002172449242549
2023-02,3.243336243650193,3.8888753418697997
2023-03,3.2049040580994994,4.011480175015168
2023-04,3.299986725044186,4.071042415408869
2023-05,3.159611821848425,4.030342243885134
2023-06,3.3829103122069424,4.266127803193831
2023-07,3.5000791630842647,4.42357218267416
2023-08,3.3838953828961413,4.301718285427684
2023-09,3.3058961461777847,4.125364730397384
2023-10,3.1809381495162947,4.002250036715498
2023-11,3.520143979718406,4.373547659490746
2023-12,3.651089508285328,4.585156408032517
2024-01,3.680816632444626,4.613026936708016
2024-02,3.6380404780226203,4.812681672453396
2024-03,3.869286567720241,4.966448959912212
2024-04,3.79139214896641,4.804712330589135
2024-05,3.9815989434182937,5.0028873623861445
2024-06,3.874286648402167,5.116117966210652
2024-07,3.9347803772246697,5.200039902128942
2024-08,4.102300387779152,5.333881063945929
2024-09,4.410554290351428,5.459811074503368
2024-10,4.198513298334142,5.339060027765229
2024-11,3.9746673929536103,5.540507588331949
2024-12,3.8492496271868735,5.411183125833024
2025-01,4.0786590836500825,5.59402077681686
2025-02,4.212699383232991,5.561888479091559
2025-03,4.403489925459822,5.34516727027873
2025-04,4.508286115979554,5.397419662328231
2025-05,4.654195264690289,5.711194486855847
2025-06,4.880710120073371,5.9700844872160745
2025-07,4.843308218525603,6.052559970960114
2025-08,5.156738599885895,6.204761654054081
2025-09,5.574657051684256,6.431904523072571
2025-10,5.630480520479523,6.576979242580002
2025-11,5.741307861854559,6.578087635050692
2025-12,5.9460858167099095,6.648728258188939
2026-01,6.407599050483682,6.8471249684800854
2026-02,6.643352041843284,6.936885361737734
2026-03,6.041154283730561,6.44213498557704
2026-04,6.425517981333753,7.100184824444484
