market,date,cape,fwd5_ann,fwd10_ann
Austria,2019-07,13.1,0.08215663971354892,
Belgium,2019-07,22.0,-0.008610976048697538,
Brazil,2019-07,16.0,-0.02051577023172657,
Canada,2019-07,20.6,0.09451253297564088,
China,2019-07,13.5,-0.04259591242644056,
Denmark,2019-07,30.0,0.24441599701808436,
Developed Markets Large,2019-07,24.8,0.1260425158908487,
Emerging Markets,2019-07,14.5,0.038019342101149656,
Europe,2019-07,18.6,0.08656255390796375,
Finland,2019-07,21.6,0.026688218815453357,
France,2019-07,20.7,0.08277292259333091,
Germany,2019-07,16.8,0.06475193440160498,
India,2019-07,22.4,0.1615262879478374,
Indonesia,2019-07,18.5,0.0009962845018141042,
Italy,2019-07,17.0,0.12486166169144397,
Japan,2019-07,21.7,0.08191348546233868,
Netherlands,2019-07,25.3,0.12911354235755912,
Norway,2019-07,14.7,0.054754507490283766,
South Africa,2019-07,18.3,0.023566103240796776,
South Korea,2019-07,11.7,0.06392303801109023,
Spain,2019-07,13.0,0.0714338443463336,
Sweden,2019-07,19.8,0.10536549934870099,
Switzerland,2019-07,25.6,0.08872443871432067,
Taiwan,2019-07,19.5,0.20223064415710001,
Thailand,2019-07,18.5,-0.059991199364336945,
US Large,2019-07,29.8,0.14899057182355246,
Asia ex Japan,2020-01,14.7,0.040332295620184144,
Australia,2020-01,19.4,0.06711535999756002,
Austria,2020-01,12.7,0.10081647067617494,
Belgium,2020-01,20.7,0.008095966637076568,
Brazil,2020-01,17.4,-0.02519224292728195,
Canada,2020-01,21.1,0.09907461569100162,
China,2020-01,13.2,-0.021473957609990713,
Denmark,2020-01,33.2,0.13013683574032098,
Developed Markets Large,2020-01,25.3,0.12613276748069846,
Emerging Markets,2020-01,14.3,0.034531813659661736,
Europe,2020-01,19.0,0.07491409267620375,
Finland,2020-01,22.4,0.01923557505904716,
France,2020-01,21.2,0.07543823936497263,
Germany,2020-01,17.1,0.07676046332255404,
India,2020-01,22.0,0.1248022613828852,
Indonesia,2020-01,17.2,-0.007852109291274556,
Italy,2020-01,18.7,0.12186975423481883,
Japan,2020-01,21.1,0.058087438299599725,
Netherlands,2020-01,25.4,0.0993480656972987,
Norway,2020-01,14.3,0.07000201779802828,
South Africa,2020-01,17.0,0.04360772445422145,
South Korea,2020-01,11.7,0.002739146946219684,
Spain,2020-01,13.5,0.08099888401686095,
Sweden,2020-01,20.6,0.08802593440689721,
Switzerland,2020-01,26.5,0.06781631237484897,
Taiwan,2020-01,20.5,0.19673784795665927,
Thailand,2020-01,15.5,-0.02334782487115694,
US Large,2020-01,30.6,0.1520379731996384,
Asia ex Japan,2020-07,15.7,0.05628674569968606,
Australia,2020-07,16.1,0.10447583576250241,
Austria,2020-07,8.6,0.2591800864821203,
Belgium,2020-07,15.5,0.07656572967113062,
Brazil,2020-07,16.0,0.04556807475042346,
Canada,2020-07,19.0,0.14262189418400073,
China,2020-07,15.4,-0.016860644338798525,
Denmark,2020-07,34.3,0.04798494374847628,
Developed Markets Large,2020-07,23.8,0.1430671127711749,
Emerging Markets,2020-07,14.9,0.05846300958835515,
Europe,2020-07,16.4,0.1182187006612121,
Finland,2020-07,21.0,0.04855821088619794,
France,2020-07,17.3,0.12151564270207871,
Germany,2020-07,15.3,0.1177717031748835,
India,2020-07,20.7,0.15340866688280785,
Indonesia,2020-07,14.2,0.028556455852205342,
Italy,2020-07,15.0,0.2108096196422482,
Japan,2020-07,17.7,0.09191806067870112,
Netherlands,2020-07,24.2,0.10198283329284163,
Norway,2020-07,12.2,0.12981346024322304,
South Africa,2020-07,16.5,0.11672431869852984,
South Korea,2020-07,12.2,0.05681251371924634,
Spain,2020-07,10.3,0.19986876048932456,
Sweden,2020-07,19.0,0.09465442202053209,
Switzerland,2020-07,24.3,0.08145790672349551,
Taiwan,2020-07,22.5,0.18130008315527246,
Thailand,2020-07,13.3,0.00934857570089509,
US Large,2020-07,30.2,0.15670481183635765,
Asia ex Japan,2021-01,19.0,0.04970154049114206,
Australia,2021-01,17.5,0.08183163394654858,
Austria,2021-01,12.0,0.23642057783511206,
Belgium,2021-01,17.0,0.09871589802792591,
Brazil,2021-01,17.5,0.11221148849586782,
Canada,2021-01,20.2,0.15480702541626123,
China,2021-01,18.4,-0.03514557033032362,
Denmark,2021-01,37.0,0.05380985460133103,
Developed Markets Large,2021-01,26.6,0.13387058491232917,
Emerging Markets,2021-01,17.8,0.05814608757254991,
Europe,2021-01,18.0,0.12277306857238535,
Finland,2021-01,23.7,0.06560675992453913,
France,2021-01,19.5,0.1067757841500867,
Germany,2021-01,17.0,0.10158073832574144,
India,2021-01,24.4,0.10116210031480666,
Indonesia,2021-01,15.4,-0.0033852078574829747,
Italy,2021-01,17.4,0.21545110469189765,
Japan,2021-01,21.3,0.08579923169112647,
Netherlands,2021-01,28.5,0.12863501622231333,
Norway,2021-01,13.6,0.12886437802037976,
South Africa,2021-01,17.3,0.1590950923176615,
South Korea,2021-01,16.7,0.09557840860484368,
Spain,2021-01,12.2,0.23013728167994274,
Sweden,2021-01,21.2,0.09235076839192713,
Switzerland,2021-01,25.2,0.10135266526613784,
Taiwan,2021-01,27.4,0.18396029931599078,
Thailand,2021-01,14.1,0.016224677571926582,
US Large,2021-01,33.8,0.14373636152458236,
Asia ex Japan,2021-06,19.3,,
Australia,2021-06,19.5,,
Austria,2021-06,14.4,,
Belgium,2021-06,18.8,,
Brazil,2021-06,18.8,,
Canada,2021-06,23.1,,
China,2021-06,17.3,,
Denmark,2021-06,41.2,,
Developed Markets Large,2021-06,29.8,,
Emerging Markets,2021-06,18.1,,
Europe,2021-06,20.4,,
Finland,2021-06,25.8,,
France,2021-06,23.4,,
Germany,2021-06,18.7,,
India,2021-06,27.8,,
Indonesia,2021-06,14.1,,
Italy,2021-06,20.5,,
Japan,2021-06,22.7,,
Netherlands,2021-06,33.3,,
Norway,2021-06,15.8,,
South Africa,2021-06,17.0,,
South Korea,2021-06,17.6,,
Spain,2021-06,14.2,,
Sweden,2021-06,24.0,,
Switzerland,2021-06,28.2,,
Taiwan,2021-06,29.5,,
Thailand,2021-06,15.0,,
US Large,2021-06,37.5,,
Asia ex Japan,2022-01,16.6,,
Australia,2022-01,18.1,,
Austria,2022-01,16.4,,
Belgium,2022-01,17.2,,
Brazil,2022-01,14.8,,
Canada,2022-01,23.5,,
China,2022-01,12.9,,
Denmark,2022-01,39.3,,
Developed Markets Large,2022-01,29.6,,
Emerging Markets,2022-01,15.8,,
Europe,2022-01,20.7,,
Finland,2022-01,25.8,,
France,2022-01,25.1,,
Germany,2022-01,17.9,,
India,2022-01,30.6,,
Indonesia,2022-01,16.4,,
Italy,2022-01,21.3,,
Japan,2022-01,21.3,,
Netherlands,2022-01,31.3,,
Norway,2022-01,17.1,,
South Africa,2022-01,17.2,,
South Korea,2022-01,14.1,,
Spain,2022-01,14.4,,
Sweden,2022-01,22.1,,
Switzerland,2022-01,27.7,,
Taiwan,2022-01,28.4,,
Thailand,2022-01,15.5,,
US Large,2022-01,37.0,,
Asia ex Japan,2022-07,14.1,,
Australia,2022-07,17.6,,
Austria,2022-07,11.0,,
Belgium,2022-07,15.1,,
Brazil,2022-07,12.1,,
Canada,2022-07,20.2,,
China,2022-07,10.6,,
Denmark,2022-07,37.8,,
Developed Markets Large,2022-07,25.6,,
Emerging Markets,2022-07,13.9,,
Europe,2022-07,18.2,,
Finland,2022-07,22.8,,
France,2022-07,22.2,,
Germany,2022-07,13.6,,
India,2022-07,28.8,,
Indonesia,2022-07,16.7,,
Italy,2022-07,17.2,,
Japan,2022-07,20.2,,
Netherlands,2022-07,26.6,,
Norway,2022-07,17.7,,
South Africa,2022-07,14.9,,
South Korea,2022-07,12.1,,
Spain,2022-07,13.2,,
Sweden,2022-07,17.8,,
Switzerland,2022-07,23.9,,
Taiwan,2022-07,21.7,,
Thailand,2022-07,15.0,,
US Large,2022-07,30.8,,
Asia ex Japan,2023-01,14.4,,
Australia,2023-01,18.2,,
Austria,2023-01,11.5,,
Belgium,2023-01,14.9,,
Brazil,2023-01,11.7,,
Canada,2023-01,20.8,,
China,2023-01,11.6,,
Denmark,2023-01,35.1,,
Developed Markets Large,2023-01,24.8,,
Emerging Markets,2023-01,14.2,,
Europe,2023-01,18.6,,
Finland,2023-01,21.5,,
France,2023-01,23.4,,
Germany,2023-01,14.9,,
India,2023-01,28.3,,
Indonesia,2023-01,17.0,,
Italy,2023-01,18.5,,
Japan,2023-01,19.0,,
Netherlands,2023-01,25.9,,
Norway,2023-01,15.7,,
South Africa,2023-01,15.8,,
South Korea,2023-01,11.5,,
Spain,2023-01,14.6,,
Sweden,2023-01,17.6,,
Switzerland,2023-01,23.2,,
Taiwan,2023-01,20.7,,
Thailand,2023-01,16.1,,
US Large,2023-01,29.5,,
Asia ex Japan,2023-07,14.5,,
Australia,2023-07,17.4,,
Austria,2023-07,10.5,,
Belgium,2023-07,15.1,,
Brazil,2023-07,11.2,,
Canada,2023-07,19.7,,
China,2023-07,11.0,,
Denmark,2023-07,36.2,,
Developed Markets Large,2023-07,26.1,,
Emerging Markets,2023-07,14.3,,
Europe,2023-07,18.4,,
Finland,2023-07,17.0,,
France,2023-07,23.3,,
Germany,2023-07,15.0,,
India,2023-07,30.1,,
Indonesia,2023-07,17.3,,
Italy,2023-07,19.1,,
Japan,2023-07,21.4,,
Netherlands,2023-07,27.0,,
Norway,2023-07,14.6,,
South Africa,2023-07,15.4,,
South Korea,2023-07,12.6,,
Spain,2023-07,14.8,,
Sweden,2023-07,17.2,,
Switzerland,2023-07,22.3,,
Taiwan,2023-07,21.2,,
Thailand,2023-07,15.8,,
US Large,2023-07,31.5,,
Asia ex Japan,2024-01,13.4,,
Australia,2024-01,17.8,,
Austria,2024-01,10.6,,
Belgium,2024-01,14.7,,
Brazil,2024-01,10.9,,
Canada,2024-01,19.7,,
China,2024-01,8.5,,
Denmark,2024-01,41.6,,
Developed Markets Large,2024-01,26.7,,
Emerging Markets,2024-01,13.4,,
Europe,2024-01,18.4,,
Finland,2024-01,16.3,,
France,2024-01,23.0,,
Germany,2024-01,15.3,,
India,2024-01,33.9,,
Indonesia,2024-01,16.0,,
Italy,2024-01,18.3,,
Japan,2024-01,22.5,,
Netherlands,2024-01,28.5,,
Norway,2024-01,14.1,,
South Africa,2024-01,13.7,,
South Korea,2024-01,11.8,,
Spain,2024-01,14.7,,
Sweden,2024-01,17.5,,
Switzerland,2024-01,21.8,,
Taiwan,2024-01,21.3,,
Thailand,2024-01,14.2,,
US Large,2024-01,32.4,,
Asia ex Japan,2024-07,15.8,,
Australia,2024-07,18.3,,
Austria,2024-07,10.6,,
Belgium,2024-07,16.4,,
Brazil,2024-07,10.0,,
Canada,2024-07,20.9,,
China,2024-07,9.8,,
Denmark,2024-07,44.4,,
Developed Markets Large,2024-07,28.8,,
Emerging Markets,2024-07,15.5,,
Europe,2024-07,19.0,,
Finland,2024-07,15.4,,
France,2024-07,21.7,,
Germany,2024-07,15.9,,
India,2024-07,38.4,,
Indonesia,2024-07,16.0,,
Italy,2024-07,18.4,,
Japan,2024-07,23.6,,
Netherlands,2024-07,29.1,,
Norway,2024-07,14.6,,
South Africa,2024-07,14.9,,
South Korea,2024-07,13.6,,
Spain,2024-07,15.0,,
Sweden,2024-07,18.7,,
Switzerland,2024-07,22.8,,
Taiwan,2024-07,26.7,,
Thailand,2024-07,14.3,,
US Large,2024-07,35.3,,
Asia ex Japan,2025-01,16.4,,
Australia,2025-01,19.2,,
Austria,2025-01,11.1,,
Belgium,2025-01,17.3,,
Brazil,2025-01,9.2,,
Canada,2025-01,23.0,,
China,2025-01,11.6,,
Denmark,2025-01,32.2,,
Developed Markets Large,2025-01,30.5,,
Emerging Markets,2025-01,15.9,,
Europe,2025-01,19.3,,
Finland,2025-01,15.6,,
France,2025-01,22.4,,
Germany,2025-01,18.3,,
India,2025-01,34.2,,
Indonesia,2025-01,14.8,,
Italy,2025-01,18.4,,
Japan,2025-01,22.3,,
Netherlands,2025-01,26.9,,
Norway,2025-01,15.6,,
South Africa,2025-01,15.3,,
South Korea,2025-01,11.6,,
Spain,2025-01,16.1,,
Sweden,2025-01,19.1,,
Switzerland,2025-01,23.2,,
Taiwan,2025-01,28.6,,
Thailand,2025-01,14.5,,
US Large,2025-01,37.7,,
Asia ex Japan,2026-01,22.6,,
Australia,2026-01,18.7,,
Austria,2026-01,15.0,,
Belgium,2026-01,21.8,,
Brazil,2026-01,11.2,,
Canada,2026-01,26.6,,
China,2026-01,15.7,,
Denmark,2026-01,23.9,,
Developed Markets Large,2026-01,32.4,,
Emerging Markets,2026-01,21.3,,
Europe,2026-01,20.8,,
Finland,2026-01,19.5,,
France,2026-01,21.8,,
Germany,2026-01,19.3,,
India,2026-01,34.8,,
Indonesia,2026-01,13.3,,
Italy,2026-01,20.2,,
Japan,2026-01,26.2,,
Netherlands,2026-01,32.2,,
Norway,2026-01,16.9,,
South Africa,2026-01,22.0,,
South Korea,2026-01,25.8,,
Spain,2026-01,21.9,,
Sweden,2026-01,20.2,,
Switzerland,2026-01,23.6,,
Taiwan,2026-01,37.3,,
Thailand,2026-01,15.8,,
US Large,2026-01,40.0,,
