date,market,cape
2022-07,Singapore,10.8
2022-07,South Africa,14.9
2022-07,South Korea,12.1
2022-07,Spain,13.2
2022-07,Sweden,17.8
2022-07,Switzerland,23.9
2022-07,Taiwan,21.7
2022-07,Thailand,15.0
2022-07,Turkey,6.4
2022-07,US Large,30.8
2023-01,Asia ex Japan,14.4
2023-01,Australia,18.2
2023-01,Austria,11.5
2023-01,Belgium,14.9
2023-01,Brazil,11.7
2023-01,Canada,20.8
2023-01,Chile,13.4
2023-01,China,11.6
2023-01,Colombia,11.7
2023-01,Czech Republic,11.3
2023-01,Denmark,35.1
2023-01,Dev ex US Large,18.3
2023-01,Developed Markets Large,24.8
2023-01,Developed Markets Small,22.0
2023-01,Egypt,11.0
2023-01,Emerging Markets,14.2
2023-01,Europe,18.6
2023-01,Europe ex UK,20.3
2023-01,Finland,21.5
2023-01,France,23.4
2023-01,Germany,14.9
2023-01,Hong Kong,14.3
2023-01,Hungary,9.1
2023-01,India,28.3
2023-01,Indonesia,17.0
2023-01,Ireland,27.5
2023-01,Israel,13.5
2023-01,Italy,18.5
2023-01,Japan,19.0
2023-01,Malaysia,12.8
2023-01,Mexico,18.2
2023-01,Netherlands,25.9
2023-01,New Zealand,24.1
2023-01,Norway,15.7
2023-01,Peru,14.7
2023-01,Philippines,16.0
2023-01,Poland,7.7
2023-01,Portugal,21.6
2023-01,Singapore,11.3
2023-01,South Africa,15.8
2023-01,South Korea,11.5
2023-01,Spain,14.6
2023-01,Sweden,17.6
2023-01,Switzerland,23.2
2023-01,Taiwan,20.7
2023-01,Thailand,16.1
2023-01,Turkey,9.9
2023-01,US Large,29.5
2023-07,Asia ex Japan,14.5
2023-07,Australia,17.4
2023-07,Austria,10.5
2023-07,Belgium,15.1
2023-07,Brazil,11.2
2023-07,Canada,19.7
2023-07,Chile,12.8
2023-07,China,11.0
2023-07,Colombia,9.0
2023-07,Czech Republic,11.2
2023-07,Denmark,36.2
2023-07,Dev ex US Large,18.6
2023-07,Developed Markets Large,26.1
2023-07,Developed Markets Small,21.5
2023-07,Egypt,9.2
2023-07,Emerging Markets,14.3
2023-07,Europe,18.4
2023-07,Europe ex UK,20.2
2023-07,Finland,17.0
2023-07,France,23.3
2023-07,Germany,15.0
2023-07,Hong Kong,12.9
2023-07,Hungary,9.4
2023-07,India,30.1
2023-07,Indonesia,17.3
2023-07,Ireland,29.3
2023-07,Israel,13.5
2023-07,Italy,19.1
2023-07,Japan,21.4
2023-07,Malaysia,12.7
2023-07,Mexico,17.6
2023-07,Netherlands,27.0
2023-07,New Zealand,23.7
2023-07,Norway,14.6
2023-07,Peru,16.7
2023-07,Philippines,15.7
2023-07,Poland,8.6
2023-07,Portugal,21.7
2023-07,Singapore,11.6
2023-07,South Africa,15.4
2023-07,South Korea,12.6
2023-07,Spain,14.8
2023-07,Sweden,17.2
2023-07,Switzerland,22.3
2023-07,Taiwan,21.2
2023-07,Thailand,15.8
2023-07,Turkey,11.5
2023-07,US Large,31.5
2024-01,Asia ex Japan,13.4
2024-01,Australia,17.8
2024-01,Austria,10.6
2024-01,Belgium,14.7
2024-01,Brazil,10.9
2024-01,Canada,19.7
2024-01,Chile,10.7
2024-01,China,8.5
2024-01,Colombia,8.5
2024-01,Czech Republic,11.0
2024-01,Denmark,41.6
2024-01,Dev ex US Large,18.7
2024-01,Developed Markets Large,26.7
2024-01,Developed Markets Small,21.0
2024-01,Egypt,13.7
2024-01,Emerging Markets,13.4
2024-01,Europe,18.4
2024-01,Europe ex UK,20.3
2024-01,Finland,16.3
2024-01,France,23.0
2024-01,Germany,15.3
2024-01,Hong Kong,10.4
2024-01,Hungary,10.2
2024-01,India,33.9
2024-01,Indonesia,16.0
2024-01,Ireland,26.0
2024-01,Israel,14.3
2024-01,Italy,18.3
2024-01,Japan,22.5
2024-01,Malaysia,13.2
2024-01,Mexico,17.8
2024-01,Netherlands,28.5
2024-01,New Zealand,23.3
2024-01,Norway,14.1
2024-01,Peru,17.1
2024-01,Philippines,15.6
2024-01,Poland,9.1
2024-01,Portugal,21.5
2024-01,Singapore,10.4
2024-01,South Africa,13.7
2024-01,South Korea,11.8
2024-01,Spain,14.7
2024-01,Sweden,17.5
2024-01,Switzerland,21.8
2024-01,Taiwan,21.3
2024-01,Thailand,14.2
2024-01,Turkey,9.7
2024-01,US Large,32.4
2024-07,Asia ex Japan,15.8
2024-07,Australia,18.3
2024-07,Austria,10.6
2024-07,Belgium,16.4
2024-07,Brazil,10.0
2024-07,Canada,20.9
2024-07,Chile,10.8
2024-07,China,9.8
2024-07,Colombia,8.7
2024-07,Czech Republic,11.4
2024-07,Denmark,44.4
2024-07,Dev ex US Large,19.4
2024-07,Developed Markets Large,28.8
2024-07,Developed Markets Small,21.9
2024-07,Egypt,10.6
2024-07,Emerging Markets,15.5
2024-07,Europe,19.0
2024-07,Europe ex UK,20.7
2024-07,Finland,15.4
2024-07,France,21.7
2024-07,Germany,15.9
2024-07,Hong Kong,10.2
2024-07,Hungary,10.1
2024-07,India,38.4
2024-07,Indonesia,16.0
2024-07,Ireland,26.9
2024-07,Israel,15.5
2024-07,Italy,18.4
2024-07,Japan,23.6
2024-07,Malaysia,14.5
2024-07,Mexico,16.0
2024-07,Netherlands,29.1
2024-07,New Zealand,24.8
2024-07,Norway,14.6
2024-07,Peru,19.8
2024-07,Philippines,15.3
2024-07,Poland,9.5
2024-07,Portugal,21.0
2024-07,Singapore,12.1
2024-07,South Africa,14.9
2024-07,South Korea,13.6
2024-07,Spain,15.0
2024-07,Sweden,18.7
2024-07,Switzerland,22.8
2024-07,Taiwan,26.7
2024-07,Thailand,14.3
2024-07,Turkey,10.0
2024-07,US Large,35.3
2025-01,Asia ex Japan,16.4
2025-01,Australia,19.2
2025-01,Austria,11.1
2025-01,Belgium,17.3
2025-01,Brazil,9.2
2025-01,Canada,23.0
2025-01,Chile,11.8
2025-01,China,11.6
2025-01,Colombia,9.8
2025-01,Czech Republic,13.4
2025-01,Denmark,32.2
2025-01,Dev ex US Large,19.5
2025-01,Developed Markets Large,30.5
2025-01,Developed Markets Small,21.6
2025-01,Egypt,9.2
2025-01,Emerging Markets,15.9
2025-01,Europe,19.3
2025-01,Europe ex UK,20.9
2025-01,Finland,15.6
2025-01,France,22.4
2025-01,Germany,18.3
2025-01,Hong Kong,11.0
2025-01,Hungary,10.9
2025-01,India,34.2
2025-01,Indonesia,14.8
2025-01,Ireland,23.2
2025-01,Israel,19.0
2025-01,Italy,18.4
2025-01,Japan,22.3
2025-01,Malaysia,14.3
2025-01,Mexico,15.0
2025-01,Netherlands,26.9
2025-01,New Zealand,25.3
2025-01,Norway,15.6
2025-01,Peru,18.6
2025-01,Philippines,13.4
2025-01,Poland,9.4
2025-01,Portugal,17.2
2025-01,Singapore,14.7
2025-01,South Africa,15.3
2025-01,South Korea,11.6
2025-01,Spain,16.1
2025-01,Sweden,19.1
2025-01,Switzerland,23.2
2025-01,Taiwan,28.6
2025-01,Thailand,14.5
2025-01,Turkey,7.9
2025-01,US Large,37.7
2026-01,Asia ex Japan,22.6
2026-01,Australia,18.7
2026-01,Austria,15.0
2026-01,Belgium,21.8
2026-01,Brazil,11.2
2026-01,Canada,26.6
2026-01,Chile,17.3
2026-01,China,15.7
2026-01,Colombia,15.9
2026-01,Czech Republic,16.6
2026-01,Denmark,23.9
2026-01,Dev ex US Large,21.5
2026-01,Developed Markets Large,32.4
2026-01,Developed Markets Small,24.9
2026-01,Egypt,13.0
2026-01,Emerging Markets,21.3
2026-01,Europe,20.8
2026-01,Europe ex UK,22.1
2026-01,Finland,19.5
2026-01,France,21.8
2026-01,Germany,19.3
2026-01,Hong Kong,16.5
2026-01,Hungary,14.1
2026-01,India,34.8
2026-01,Indonesia,13.3
2026-01,Ireland,25.0
2026-01,Israel,22.8
2026-01,Italy,20.2
2026-01,Japan,26.2
2026-01,Malaysia,15.9
2026-01,Mexico,18.6
2026-01,Netherlands,32.2
2026-01,New Zealand,26.7
2026-01,Norway,16.9
2026-01,Peru,35.4
2026-01,Philippines,14.8
2026-01,Poland,13.0
2026-01,Portugal,21.6
2026-01,Singapore,17.8
2026-01,South Africa,22.0
2026-01,South Korea,25.8
2026-01,Spain,21.9
2026-01,Sweden,20.2
2026-01,Switzerland,23.6
2026-01,Taiwan,37.3
2026-01,Thailand,15.8
2026-01,Turkey,8.7
2026-01,US Large,40.0
2026-07,Asia ex Japan,25.0
2026-07,Australia,19.4
2026-07,Austria,16.1
2026-07,Belgium,23.6
2026-07,Brazil,10.2
2026-07,Canada,28.2
2026-07,Chile,15.5
2026-07,China,13.7
2026-07,Colombia,14.7
2026-07,Czech Republic,16.6
2026-07,Denmark,20.8
2026-07,Dev ex US Large,22.3
2026-07,Developed Markets Large,33.3
2026-07,Developed Markets Small,24.9
2026-07,Egypt,11.7
2026-07,Emerging Markets,22.9
2026-07,Europe,21.3
2026-07,Europe ex UK,22.6
2026-07,Finland,20.7
2026-07,France,21.9
2026-07,Germany,19.2
2026-07,Hong Kong,16.3
2026-07,Hungary,15.3
2026-07,India,32.5
2026-07,Indonesia,9.3
2026-07,Ireland,23.6
2026-07,Israel,21.5
2026-07,Italy,20.8
2026-07,Japan,28.3
2026-07,Malaysia,15.7
2026-07,Mexico,18.2
2026-07,Netherlands,34.6
2026-07,New Zealand,29.2
2026-07,Norway,17.9
2026-07,Peru,33.6
2026-07,Philippines,14.7
2026-07,Poland,15.0
2026-07,Portugal,22.6
2026-07,Singapore,20.2
2026-07,South Africa,18.3
2026-07,South Korea,33.9
2026-07,Spain,22.9
2026-07,Sweden,20.8
2026-07,Switzerland,24.8
2026-07,Taiwan,49.5
2026-07,Thailand,18.8
2026-07,Turkey,7.4
2026-07,US Large,40.4
