date,bucket_lt40,bucket_40_70,bucket_70_100,bucket_gt100
2024-12-31,0.9275457766053301,1.1498572289137066,3.5412223847972513,1.6876301388439636
2025-01-31,0.9275457766053301,1.1498572289137066,3.526860942003019,1.6876301388439636
2025-02-28,0.9275457766053301,1.1498572289137066,3.565875464919278,1.6876301388439636
2025-03-31,0.9275457766053301,1.1498572289137066,3.360577693344363,1.6876301388439636
2025-04-30,0.9275457766053301,1.0875800847984713,3.360577693344363,1.6876301388439636
2025-05-31,0.9275457766053301,1.1782575511996796,3.360577693344363,1.6876301388439636
2025-06-30,0.9275457766053301,1.224044042587776,3.360577693344363,1.6876301388439636
2025-07-31,0.9275457766053301,1.224044042587776,3.51305050857499,1.6876301388439636
2025-08-31,0.9275457766053301,1.2473324533115393,3.51305050857499,1.6876301388439636
2025-09-30,0.9275457766053301,1.282860415377454,3.51305050857499,1.6876301388439636
2025-10-31,0.9275457766053301,1.3139091587901959,3.51305050857499,1.6876301388439636
2025-11-30,0.9275457766053301,1.3164563999099292,3.51305050857499,1.6876301388439636
2025-12-31,0.9275457766053301,1.3398925519755693,3.51305050857499,1.6876301388439636
2026-01-31,0.9275457766053301,1.3563327449186222,3.51305050857499,1.6876301388439636
2026-02-28,0.9275457766053301,1.3510034171710832,3.51305050857499,1.6876301388439636
2026-03-31,0.9275457766053301,1.3510034171710832,3.51305050857499,1.6309954848830217
2026-04-30,0.9275457766053301,1.3510034171710832,3.51305050857499,1.614412903330769
