Price,Close,High,Low,Open,Volume
Ticker,RACE,RACE,RACE,RACE,RACE
Date,,,,,
2026-05-15,321.20001220703125,328.6300048828125,321.0799865722656,325.4200134277344,665900
2026-05-18,324.7699890136719,325.2699890136719,319.7200012207031,321.3699951171875,498200
2026-05-19,329.6600036621094,336.1199951171875,329.0,330.29998779296875,478400
2026-05-20,341.80999755859375,342.1600036621094,328.6300048828125,329.1300048828125,719400
2026-05-21,349.3900146484375,352.1300048828125,341.9700012207031,344.5400085449219,556100
2026-05-22,348.239990234375,353.2799987792969,346.7300109863281,351.07000732421875,688300
2026-05-26,329.9100036621094,334.1300048828125,327.3800048828125,333.2900085449219,2137300
2026-05-27,333.2200012207031,333.30999755859375,327.20001220703125,328.54998779296875,1363400
2026-05-28,346.3500061035156,349.7900085449219,335.0,335.0,1415700
2026-05-29,340.2300109863281,350.7699890136719,340.2300109863281,348.2699890136719,741200
2026-06-01,349.239990234375,350.9599914550781,343.92999267578125,345.67999267578125,677400
2026-06-02,353.80999755859375,358.3900146484375,350.8399963378906,355.9800109863281,573300
2026-06-03,344.3999938964844,350.3299865722656,344.3399963378906,348.29998779296875,463900
2026-06-04,349.9200134277344,354.7099914550781,347.2330017089844,352.2699890136719,406600
2026-06-05,346.989990234375,350.7300109863281,345.2699890136719,348.5799865722656,458800
2026-06-08,351.57000732421875,355.2699890136719,347.5799865722656,350.0950012207031,689200
2026-06-09,357.5199890136719,363.0950012207031,352.7699890136719,355.489990234375,617800
2026-06-10,346.55999755859375,355.489990234375,346.55999755859375,353.5899963378906,439500
2026-06-11,365.6199951171875,367.1199951171875,354.57000732421875,354.79998779296875,690000
2026-06-12,354.9100036621094,360.8800048828125,352.989990234375,360.45001220703125,362600
2026-06-15,369.05999755859375,375.625,368.8900146484375,372.0,700100
2026-06-16,366.1300048828125,372.4200134277344,365.4200134277344,369.0,423100
2026-06-17,354.2799987792969,361.6929931640625,353.0799865722656,358.4200134277344,547700
2026-06-18,362.1300048828125,363.0899963378906,356.8399963378906,357.0799865722656,476400
2026-06-22,348.4200134277344,352.7149963378906,346.8699951171875,348.3999938964844,533500
2026-06-23,344.8699951171875,347.4100036621094,343.3800048828125,347.1099853515625,472400
2026-06-24,348.75,351.80999755859375,345.8399963378906,349.6199951171875,395400
2026-06-25,352.20001220703125,357.0199890136719,348.67999267578125,348.9200134277344,859000
2026-06-26,368.3399963378906,368.989990234375,352.8500061035156,353.45001220703125,519500
2026-06-29,368.3399963378906,373.260009765625,367.5799865722656,370.135009765625,1049000
2026-06-30,372.2900085449219,373.4800109863281,364.0899963378906,366.54998779296875,594500
2026-07-01,374.6600036621094,378.79998779296875,370.010009765625,374.42999267578125,692900
2026-07-02,384.9700012207031,385.489990234375,376.9700012207031,380.0,624000
2026-07-06,391.8599853515625,392.25,382.8800048828125,386.7300109863281,662300
2026-07-07,386.989990234375,398.4100036621094,386.9150085449219,398.1700134277344,366100
2026-07-08,375.0299987792969,379.5400085449219,372.7799987792969,378.6600036621094,403100
2026-07-09,374.6700134277344,376.739990234375,371.5,372.0199890136719,287800
2026-07-10,376.6400146484375,380.3399963378906,376.0199890136719,379.29998779296875,250100
2026-07-13,372.9800109863281,380.04998779296875,372.2799987792969,376.0299987792969,304300
2026-07-14,369.1600036621094,373.6300048828125,369.0899963378906,370.760009765625,281200
2026-07-15,375.739990234375,377.92999267578125,371.9599914550781,372.5,313300
2026-07-16,382.5799865722656,382.9599914550781,376.8800048828125,377.9200134277344,364100
